medium,ploidy,replicate,exp_folder,Position_n,run_number,Cell_ID,mKate_stain_index,mNeon_inside_cell_stain_index,mNeon_inside_mtNet_stain_index
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_8,6,3,3.169298618646466,3.1658422535491564,0.7554894403700214
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_9,6,1,2.7551178394166556,3.3693266483040034,0.7524343203682837
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_9,6,2,3.076415599297581,3.0560966374636998,0.8047109686737461
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_10,6,1,3.0852139486067207,2.5387302633438864,0.6000615812302387
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_10,6,2,2.95854291202475,3.672829260849695,0.9303561345276271
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_11,6,1,3.0621460204429822,2.5419418784027985,0.6118055506370135
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_11,6,2,3.114057453652493,2.3929896935093176,0.6750460368128745
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_12,6,1,3.071376748522675,3.2168295590991636,0.6618042158437217
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_12,6,2,2.765361412459339,2.8452621414492456,0.8286057060809411
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_13,6,2,2.7152446445546072,2.7614015292449623,0.7810847407717462
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_13,6,3,2.6116100085902008,2.6901229436947065,0.797043266764857
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_14,6,1,3.305908920665479,3.187347447269031,0.7952092700831631
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_14,6,2,3.0670462074730946,3.1485131584496133,0.8283032006918574
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_15,6,1,2.789146908874314,3.0038836510652764,0.8238012321495943
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_15,6,2,4.162646903599625,5.016523439685665,0.54088321853557
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_16,6,1,3.1551365264674627,2.7885838598645702,0.798482532037262
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_16,6,2,3.4603673374136177,3.8914866207038963,0.8904649503782466
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_17,6,1,3.5915250366093803,3.0817116432091716,0.6529296286089994
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_17,6,2,4.140323499073643,2.3099007971162466,0.3630661288925418
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_18,6,1,2.5722796314094203,2.7420943598429015,0.703928989727637
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_18,6,2,2.7471472348574117,3.209625589344339,0.8998337231451803
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_19,6,1,3.1323272962448176,2.8786069196363253,0.7903873492783696
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_19,6,2,3.4167483312103184,2.892121828716386,0.7575580471650665
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_20,6,1,3.5475438988113988,2.893379424636975,0.7128299506415658
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_20,6,2,3.245842391598945,2.7595437942765773,0.6445303813975619
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_21,6,1,2.9711799619473584,3.001301156043003,0.7803656695064852
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_21,6,2,3.1591321660116267,3.388796748993126,0.9488992538845873
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_22,6,1,2.8566755477695627,2.557391495385337,0.7086025757589469
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_22,6,2,3.0264716225859565,3.0909819325060472,0.6853830355086123
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_23,6,1,2.9126558283921016,3.0436826569420634,0.7903195419087261
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_23,6,2,2.8506594792710285,2.827076054128014,0.7268650427657226
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_24,6,1,3.0715439175607324,2.7333863516549504,0.6982808058396387
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_24,6,2,3.2999632305333515,2.8801380348743364,0.775193907349494
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_25,6,1,3.017852033459894,2.759631698185454,0.727556826788425
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_26,6,1,3.5290766446996584,3.3483750462604522,0.6955519145452981
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_26,6,2,3.248922622914778,3.1136978717628003,0.730149527652665
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_27,6,1,3.128166206839732,2.953938964409137,0.76493267366201
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_27,6,2,3.834185406825609,3.444810812240241,0.4047473534296834
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_28,6,1,3.013243874410939,2.9164886293676613,0.7587427164393671
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_28,6,2,3.6389883858184304,3.207439441721816,0.7381097505608719
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_29,6,1,2.9971876285841663,3.1744510935400903,0.8064399591023876
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_29,6,2,3.3513644109000933,3.8135327030055954,0.8687510243788173
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_30,6,1,2.558872670866433,2.570562318899377,0.6916253063090926
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_30,6,2,2.5082921494183066,2.5747204624778877,0.8727297630624427
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_31,6,1,2.896800886690142,3.2826592194822433,0.8234079602615367
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_31,6,3,3.311276832525293,3.092623414634768,0.7782480226352557
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_32,6,1,3.0701860529740963,3.712991704432974,1.1479107229495191
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_32,6,2,2.794492292963925,3.0692097680539887,0.7813859472923314
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_33,6,1,2.8535718367039764,2.6558250281352542,0.656713975968264
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_33,6,2,3.383197304515441,5.78607689025591,1.311235258392849
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_34,6,1,2.625092287884945,2.792462817010599,0.6238841133894517
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_34,6,2,2.8092638254338484,2.584665573826375,0.6990687605286856
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_35,6,2,2.852501039528392,3.1483521495250866,0.7441305959972786
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_35,6,3,2.8380350279981745,2.6614830190841308,0.7100529012569174
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_36,6,1,2.6678162053426986,2.6062641030631806,0.632935648160981
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_36,6,2,2.927394802403193,3.3719933000220093,0.8413310553578897
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_37,6,1,2.734586013530473,2.849866215856477,0.8048561425240827
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_37,6,2,3.1438090754473285,2.808909721671014,0.731321024628942
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_38,6,1,3.1092681980620553,2.5666538075182723,0.6837533078843381
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_38,6,2,2.9347437271054297,2.6099521283932585,0.8157792772331727
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_39,6,1,2.7260649988635315,3.5407202790876293,0.8213830716459852
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_39,6,2,2.8621359561519877,2.973154550073912,0.7683446028130565
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_40,6,1,2.5989755157703542,2.9578231627864207,0.624249744578787
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_40,6,2,3.2419481284215217,2.84144089079402,0.7553719827253198
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_41,6,1,3.562643816244183,3.1698493589153385,0.7161203751352103
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_42,6,1,3.0504207184083802,3.2107488948224434,0.8288192924096872
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_42,6,2,2.854571508737828,3.4124429149166207,0.8950584011332378
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_43,6,1,3.1170175326509537,3.0961537133027086,0.7389626621065373
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_43,6,2,3.577126466264919,4.537788414596177,0.9508855272050598
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_44,6,2,2.8279384165238493,2.6895722059750273,0.8415468523216583
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_44,6,4,3.163160233772963,3.0781858508453137,0.9174854320535282
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_45,6,1,3.0358128538656337,2.5969120165257644,0.6810803084652004
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_45,6,2,2.7724438334864,2.9335438566935976,0.6759257798895905
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_46,6,1,2.9100812079768037,2.7287772171942244,0.7441222907235417
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_46,6,2,3.0441390224228937,3.1966816939640768,0.7553447172121072
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_47,6,1,3.273423825786456,3.300339279386431,0.8666907564296926
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_47,6,2,2.801791313635213,2.9339734970220714,0.767709704903641
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_48,6,1,2.8154769750035453,3.0170431316914574,0.7062400948760984
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_48,6,2,2.9669586030915043,3.370117852790925,0.8585241150403061
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_49,6,1,2.762483895495909,3.236674036100177,0.7951530489426714
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_49,6,2,2.991207223950783,3.3694724652629313,0.8564394690881687
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_50,6,1,2.83559127659318,2.7657079780421503,0.860085831509198
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_60nM,Position_50,6,2,3.550070021801576,3.2514042911478596,0.9125790352416124
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_1,6,1,3.271237693085678,2.9008477545394475,0.7148540278339109
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_2,6,1,2.1271118423498434,2.197110401558934,0.7448113185729834
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_2,6,2,2.3953392970837077,2.3698115389378707,0.6523498849918427
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_3,6,1,4.449138060217961,3.0194748198003025,0.7512066686168549
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_3,6,2,4.215250780430589,3.342193177792843,0.729773055716047
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_4,6,1,2.98332807503649,3.1133902426287046,0.6391810773874561
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_4,6,2,3.1074026903080574,2.8277055186484312,0.7098485356898128
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_5,6,1,2.882620252271255,3.062181287374016,0.6753416005688664
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_5,6,2,2.768204844467239,2.8063241407029156,0.7942036767833177
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_6,6,1,2.9815483849431157,2.82764189152164,0.6452687267330809
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_6,6,3,,,
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_7,6,1,3.809657653899109,3.3836770336629263,0.7306254699004855
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_7,6,2,2.651743128136201,2.7300228040171133,0.690817857466785
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_8,6,1,2.9312008960715996,1.9046853913463995,0.5723479650225812
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_8,6,2,2.664374672367113,2.367068811837388,0.7077094233451308
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_9,6,1,2.916502017572034,2.658381732826284,0.7105360834003629
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_9,6,2,2.7316259618290215,3.08105067073782,0.7490882160553978
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_10,6,1,3.282332686992813,3.1478912612478216,0.6588787529463614
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_10,6,2,4.0744922482099755,3.4356786092723155,0.9106462137466373
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_11,6,1,3.2244103096077255,3.0515386087901155,0.7907432629127137
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_11,6,2,3.8347111323887297,3.0690614321168015,0.802295729288154
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_12,6,1,3.005722495874194,2.9873780036803343,0.8730388850836281
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_12,6,2,2.8111678928256585,2.9895909734683417,0.5851149013204914
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_13,6,1,3.570792820665582,3.095638776561878,0.5910892762058861
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_13,6,2,3.209369158459845,2.952385693535332,0.6614148941724071
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_14,6,1,4.534151189105502,3.7550580200785455,0.8106073280654773
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_14,6,2,2.882659247784228,2.5223148023920996,0.6939835898321444
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_15,6,1,2.9194089721782013,2.699299049770938,0.5096789304405763
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_15,6,2,2.9287970350812818,2.5318124147344347,0.6376603720972815
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_16,6,1,2.6508454406629642,2.868794510592569,0.6695434231480997
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_16,6,2,3.612397107807366,3.1099022756709513,0.6382992936033637
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_17,6,1,2.8934280265687664,2.5060752653583425,0.632622303667331
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_18,6,1,2.2831524305718793,2.465919863436869,0.7399452425877957
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_18,6,3,2.2957894859213797,2.2440544743610724,0.6527531506127787
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_19,6,1,2.8975588549259172,2.6615776126814916,0.5451498704590422
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_19,6,2,3.34344250445956,2.6805404059157003,0.620034154616989
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_20,6,1,2.7053678055312727,3.386739470712204,0.926306219031509
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_20,6,2,2.347758160701001,2.7152112228027505,0.7027550237346256
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_21,6,1,3.2774268899443557,3.141891960789635,0.6332599078442951
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_21,6,2,2.768510509338244,2.576195718601153,0.7846741895305802
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_22,6,1,3.4785856949595986,3.5313918490050433,1.0000127326783015
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_22,6,2,3.443033610466323,3.3278386445386694,0.7497304926822999
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_23,6,1,3.0933811233084665,2.658327742703291,0.6843155738618565
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_23,6,2,3.668077003147611,5.524655712520157,0.7823508431174716
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_24,6,1,4.076694409926765,2.399623810855742,0.5658399003562057
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_24,6,2,5.7733198620982815,3.694910569463519,0.9679888328032409
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_25,6,1,2.4866186865992215,2.5286831598031694,0.6652462336530457
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_25,6,2,3.288302546961307,2.911420589614086,0.7091722768572015
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_26,6,1,2.8153037616168826,2.674503968471117,0.5333635304389496
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_26,6,2,3.3771618401525503,4.158828648212558,1.0561938242157742
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_27,6,1,3.4654548465566974,2.7416606409080093,0.5362756439786677
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_27,6,2,3.2768029328441477,2.697780998955306,0.6794013005624712
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_28,6,1,2.7185807163647695,2.633951358653373,0.6729204786567612
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_28,6,2,2.8459864444030303,2.110778084906898,0.46093283841332594
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_29,6,1,2.6099324964035455,2.4913330191119347,0.782327825452155
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_29,6,2,2.681138036918948,2.7285703694523287,0.6873379368612541
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_30,6,2,3.3125490216361015,2.69205591383976,0.7219516900625171
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_30,6,4,2.56167812198767,2.303044628971969,0.5643035892900539
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_31,6,1,2.7863037848126497,2.6126264310475937,0.7451622177363701
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_31,6,2,3.0068932810736704,3.35314355550757,0.9276612179007172
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_32,6,1,3.181547535305605,3.170507681004785,0.7515824398543848
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_32,6,2,2.452375284354436,2.402902299468192,0.6853280526819799
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_33,6,1,3.35636643898467,3.175006618586558,0.7967303931042541
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_33,6,2,4.720398244323746,2.7249532536784584,0.5719807224135292
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_34,6,1,3.330962924416954,2.951926451852612,0.6969592624855209
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_34,6,2,4.313434991282818,3.1470575891807933,0.5678544324515734
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_35,6,1,3.0220899483199095,2.6561990649888187,0.710710192891811
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_35,6,2,3.3756994786093557,3.3262120550613203,0.8004400981514994
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_36,6,1,3.167433381981169,2.799939549267924,0.7646736933576552
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_36,6,2,3.3575249281029014,2.9195862474955483,0.7376941318345085
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_37,6,1,2.7207268874127517,3.0905822066488544,0.7268275544548184
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_37,6,2,2.751174539046861,2.9609625695328763,1.0234718626986847
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_38,6,1,2.923402998313907,2.5456922679134415,0.6299075730820793
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_38,6,2,3.027967884097843,2.5585598668087464,0.7168728783332459
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_39,6,1,2.828172946280772,2.92958189256757,0.7189000318840523
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_39,6,2,3.190190689425387,2.8780835243747407,0.8539444664578473
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_40,6,1,2.4488110014903413,2.3649942947744194,0.7120727699448907
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_40,6,2,2.5948369535041986,2.5558777071470815,0.8351042659486804
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_41,6,1,3.1992503053824883,2.3675448842585154,0.5746504795883164
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_41,6,2,3.7122276221093546,4.102340045196449,0.8349719035335268
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_42,6,1,2.763184924227046,3.1030892543045514,0.7631264918946179
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_42,6,2,2.6312667588810017,3.0441230050899826,0.8617587569791915
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_43,6,1,2.907452314344749,3.166878624865458,0.6703699027171347
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_43,6,2,2.842592598126597,2.695970997847152,0.7783410681039442
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_44,6,2,3.0871416814893946,2.84135084436844,0.6869475554731099
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_44,6,3,3.9166635873874887,,
SCD,Diploids,2020-04-30_Diploid_SCD_3,2020-04-30_ASY15_SCD_150nM,Position_45,6,1,3.169162354133733,2.599230416160201,0.7128311868794686
